id,playtime_forever,price,tags,total_positive_reviews,total_negative_reviews,"('categories', 'Co-op')","('categories', 'Full controller support')","('categories', 'Multi-player')","('categories', 'Online Multi-Player')","('categories', 'Steam Workshop')",day_btn_purchase_release
0,0.0,3700.0,136,372.0,96.0,0,0,0,0,0,1665
1,0.016666666666666666,0.0,60,23.0,0.0,0,0,0,0,0,472
2,0.0,5000.0,198,3018.0,663.0,0,1,0,0,0,1616
3,1.5333333333333334,9900.0,194,63078.0,1746.0,0,0,1,0,1,2434
4,22.33333333333333,4800.0,212,8841.0,523.0,1,1,0,0,0,2043
6,2.6166666666666667,3600.0,188,39776.0,1035.0,0,0,0,0,0,1942
7,0.15,0.0,35,33.0,3.0,0,0,1,1,0,641
8,0.016666666666666666,4000.0,158,1875.0,39.0,0,0,0,0,0,1732
9,0.016666666666666666,8800.0,51,47.0,11.0,0,0,0,0,0,66
10,0.0,6800.0,238,5893.0,700.0,0,0,0,0,0,2686
11,0.0,2500.0,177,148.0,35.0,0,0,0,0,0,1318
12,0.0,0.0,21,110.0,260.0,0,0,1,1,0,221
13,20.566666666666666,3300.0,205,9659.0,1058.0,1,1,1,1,0,39
14,0.6333333333333333,5700.0,213,5871.0,551.0,0,1,0,0,0,679
15,0.016666666666666666,0.0,213,167.0,30.0,1,0,1,0,0,2629
16,3.3,6800.0,211,21566.0,1289.0,1,0,1,0,1,1941
17,0.0,11200.0,182,43103.0,4042.0,0,0,0,0,1,1494
18,0.0,11200.0,212,30934.0,7777.0,0,0,1,0,1,650
19,0.0,3600.0,64,74.0,115.0,0,0,1,0,1,1345
20,0.16666666666666666,6800.0,121,1122.0,248.0,0,0,1,0,0,2622
21,1.6166666666666667,8800.0,204,8406.0,1780.0,0,0,1,1,1,802
22,0.0,8800.0,221,20437.0,1847.0,0,1,0,0,0,282
23,0.05,0.0,28,2.0,0.0,0,1,0,0,0,534
24,0.0,12900.0,183,6812.0,1458.0,0,0,1,1,1,684
25,0.0,9900.0,248,9566.0,517.0,0,0,0,0,0,3023
26,0.21666666666666667,1500.0,207,5001.0,597.0,0,1,0,0,0,485
27,0.0,4800.0,194,3457.0,372.0,0,1,0,0,0,1613
28,0.0,4800.0,92,329.0,73.0,0,0,1,0,0,3322
29,4.216666666666667,6800.0,196,36322.0,1542.0,0,1,0,0,0,3
30,4.266666666666667,6800.0,242,1270.0,73.0,0,0,0,0,0,243
31,4.333333333333333,7000.0,196,4640.0,212.0,1,1,1,1,0,-481
32,2.1,7000.0,34,1107.0,64.0,0,0,0,1,0,524
33,0.9166666666666666,4300.0,164,1887.0,179.0,0,0,0,0,0,-199
34,0.0,4000.0,201,1663.0,153.0,0,0,0,0,0,0
35,2.85,9500.0,228,17071.0,1218.0,0,1,1,0,0,1723
36,56.66666666666666,12900.0,189,18644.0,7748.0,1,1,1,1,1,-151
37,0.0,10000.0,205,4328.0,1223.0,0,0,0,0,1,961
38,4.516666666666667,4800.0,209,4109.0,253.0,0,1,0,0,0,103
39,3.083333333333333,4800.0,194,36408.0,1063.0,1,1,1,1,1,922
40,0.0,6800.0,206,5163.0,182.0,0,1,0,0,0,948
41,1.7,7000.0,173,2268.0,82.0,0,1,0,0,0,83
42,11.516666666666667,9000.0,222,24505.0,7766.0,0,1,0,0,0,44
43,6.5,4900.0,207,4760.0,925.0,0,1,0,0,0,118
44,0.8833333333333333,5000.0,231,16607.0,1662.0,0,1,0,0,0,2446
45,0.4666666666666667,3500.0,124,74.0,6.0,0,0,0,0,0,141
46,0.0,24800.0,192,22742.0,5941.0,1,0,0,0,0,846
47,0.0,11000.0,193,5396.0,954.0,0,1,0,0,0,1243
48,0.0,3400.0,234,1685.0,566.0,0,0,0,0,0,3374
49,0.4,0.0,154,14.0,4.0,1,0,1,1,0,595
50,0.31666666666666665,2100.0,154,2848.0,498.0,0,0,0,0,0,381
51,0.0,11200.0,202,7052.0,718.0,1,0,1,0,1,1094
52,0.0,6800.0,184,16482.0,2102.0,0,1,1,1,1,1260
53,1.9833333333333327,6000.0,174,4850.0,139.0,0,0,0,0,0,0
54,14.55,16000.0,235,39351.0,3113.0,0,1,0,0,0,598
55,0.2,10000.0,172,1949.0,834.0,0,0,0,0,1,1105
56,3.9333333333333327,6900.0,163,543.0,92.0,0,0,0,0,0,3942
57,0.0,4800.0,184,2805.0,169.0,0,0,0,0,0,1634
58,3.283333333333333,19200.0,221,10311.0,1386.0,0,1,0,0,0,1042
59,0.0,9900.0,198,4204.0,820.0,0,0,0,0,0,3685
60,0.36666666666666653,0.0,211,116.0,1.0,1,1,1,1,0,509
61,0.8666666666666667,1100.0,104,53.0,33.0,0,0,0,0,0,518
62,0.0,11200.0,210,16682.0,1430.0,0,1,0,0,0,1172
63,0.0,0.0,207,696.0,129.0,1,0,1,0,0,641
64,0.0,3600.0,238,1895.0,161.0,0,0,1,0,0,2698
65,0.0,0.0,194,0.0,0.0,0,0,1,1,0,0
66,0.0,5000.0,138,388.0,93.0,1,1,0,0,0,1642
67,0.5666666666666667,0.0,68,31.0,0.0,1,0,0,0,0,537
68,1.6333333333333333,5800.0,203,20873.0,1450.0,0,0,0,0,0,-317
69,1.1,4800.0,121,927.0,82.0,0,1,0,0,0,804
70,0.0,2600.0,99,827.0,99.0,0,0,0,0,0,421
71,0.4666666666666667,9000.0,204,12603.0,1460.0,0,0,0,0,1,83
72,1.1,3600.0,199,9347.0,971.0,0,1,0,0,0,530
73,0.0,4800.0,187,223.0,67.0,0,1,0,0,0,233
74,0.13333333333333333,3600.0,175,32422.0,1690.0,0,1,0,0,1,1621
75,0.0,3600.0,57,94.0,55.0,1,0,1,0,0,3850
77,3.066666666666667,2600.0,230,608.0,197.0,0,0,0,0,0,819
78,0.0,7800.0,254,1990.0,412.0,0,1,0,0,0,706
79,1.85,3600.0,219,31291.0,1358.0,1,0,0,0,0,2084
80,0.0,9900.0,145,2638.0,424.0,0,0,0,0,0,713
81,0.05,3200.0,185,3430.0,136.0,0,0,1,0,0,1936
82,5.916666666666668,6800.0,192,11298.0,491.0,1,1,1,0,1,1246
83,6.366666666666666,9500.0,197,1382.0,390.0,0,0,0,0,0,361
84,0.0,7800.0,178,3958.0,1430.0,0,0,0,0,1,1530
85,0.13333333333333333,0.0,186,261.0,49.0,0,0,1,0,0,705
86,0.11666666666666667,600.0,106,6148.0,172.0,0,0,0,0,0,442
87,0.0,6800.0,109,331.0,203.0,1,0,0,0,0,3623
88,0.0,0.0,201,5016.0,425.0,0,1,0,0,0,2825
89,3.083333333333333,16800.0,207,14647.0,3002.0,0,1,1,0,0,662
90,32.766666666666666,9900.0,214,68660.0,27235.0,0,1,0,0,0,759
91,0.1,29900.0,120,678.0,175.0,1,0,0,0,0,828
92,0.0,9500.0,236,24817.0,1421.0,0,1,1,0,0,1977
93,0.0,5000.0,183,2941.0,245.0,0,0,0,0,0,109
94,0.45,3700.0,193,115489.0,1653.0,1,1,0,0,1,2051
95,1.5333333333333334,11200.0,178,3102.0,536.0,0,0,1,1,0,386
96,0.0,3600.0,204,1127.0,185.0,0,1,0,0,0,1800
97,0.0,7900.0,163,1393.0,153.0,0,0,0,0,0,1261
98,0.0,4800.0,142,328.0,44.0,1,1,1,0,0,2131
99,0.0,4200.0,98,408.0,82.0,0,1,0,0,0,631
100,0.8,3600.0,196,322460.0,14590.0,1,0,1,0,1,3989
101,0.1,6800.0,224,1415.0,210.0,0,1,0,0,0,85
102,2.8,3600.0,195,1015.0,94.0,0,0,0,0,0,3594
103,0.0,3600.0,225,468.0,43.0,0,0,0,0,0,3239
104,0.5,2900.0,211,34729.0,1454.0,0,0,0,0,0,1638
105,0.0,9800.0,182,2644.0,1256.0,0,0,1,0,0,686
106,0.0,8800.0,221,1813.0,188.0,0,1,0,0,0,683
107,0.03333333333333333,0.0,31,0.0,0.0,0,0,0,0,0,499
108,0.0,3700.0,194,463.0,131.0,0,0,0,0,0,5
109,1.6833333333333331,7000.0,181,3129.0,595.0,0,0,1,1,0,514
110,0.0,7900.0,127,611.0,212.0,0,0,0,0,0,918
111,0.25,6800.0,215,9038.0,696.0,0,0,0,0,0,1423
112,0.08333333333333333,0.0,158,3.0,2.0,0,1,0,0,0,1037
113,1.75,6800.0,220,1683.0,395.0,0,0,0,0,0,1491
114,0.0,6800.0,146,973.0,304.0,0,1,1,1,0,-154
115,0.2,9900.0,249,9674.0,639.0,0,0,0,0,0,3428
116,0.0,10000.0,231,8836.0,854.0,0,1,0,0,0,566
117,0.0,6800.0,205,5190.0,553.0,0,1,1,0,0,3059
118,1.4166666666666667,1100.0,119,1373.0,91.0,0,0,0,0,0,816
119,2.533333333333333,13800.0,241,3393.0,712.0,0,0,0,0,1,-393
120,2.3,6800.0,55,333.0,24.0,0,0,0,0,0,593
121,0.0,4800.0,205,424.0,1442.0,1,1,1,0,0,978
122,0.5,7000.0,196,8121.0,850.0,0,0,0,0,0,92
123,0.5333333333333333,8500.0,220,8353.0,1007.0,0,1,0,0,0,1261
124,0.0,7000.0,197,419.0,42.0,0,0,0,0,0,1876
125,0.0,7000.0,187,3068.0,295.0,0,1,0,0,0,6
126,0.13333333333333333,0.0,219,6.0,2.0,0,0,1,1,0,181
127,0.0,0.0,75,0.0,0.0,0,0,0,0,0,4
128,0.0,6900.0,100,634.0,110.0,0,1,0,0,0,522
129,0.0,9900.0,221,898.0,52.0,0,0,0,0,0,870
130,1.4,15400.0,176,2125.0,333.0,0,1,1,1,0,475
131,0.016666666666666666,6800.0,215,2790.0,450.0,1,0,1,1,1,877
132,0.6333333333333333,6800.0,202,10595.0,888.0,1,1,1,0,0,1081
133,49.38333333333333,30800.0,221,56368.0,20286.0,1,0,1,0,0,3
134,0.0,1800.0,111,1081.0,76.0,0,0,0,0,0,103
135,0.0,6900.0,118,2048.0,883.0,0,1,1,1,1,757
136,0.85,8800.0,183,1945.0,2951.0,0,1,0,0,1,1442
137,0.0,4800.0,96,507.0,96.0,1,0,1,0,0,802
138,0.7,11200.0,236,8215.0,1424.0,0,1,0,0,0,631
139,0.0,5900.0,137,656.0,138.0,0,0,0,0,0,1951
140,0.0,26800.0,220,8356.0,2040.0,1,1,1,1,0,967
141,0.0,11200.0,45,365.0,55.0,0,0,0,0,1,187
142,0.5,800.0,200,9318.0,1194.0,0,0,0,0,0,390
143,4.216666666666667,3700.0,236,5361.0,402.0,0,1,0,0,0,264
144,0.0,11600.0,177,5791.0,480.0,1,0,1,1,0,2100
145,0.0,7000.0,71,67.0,74.0,0,1,0,0,0,143
146,0.0,9000.0,214,2789.0,410.0,0,1,0,1,0,485
147,0.0,7900.0,138,1074.0,126.0,0,0,0,0,0,1123
148,0.0,3700.0,187,612.0,171.0,0,0,0,0,0,1417
149,1.95,9000.0,205,42599.0,678.0,0,0,1,1,0,585
150,0.0,4200.0,174,3936.0,515.0,0,1,0,0,0,353
151,1.6833333333333331,3400.0,129,525.0,85.0,0,0,0,0,0,427
152,0.0,6800.0,187,8631.0,1192.0,0,0,0,0,0,1787
153,0.16666666666666666,8800.0,213,3533.0,1092.0,0,1,0,0,0,1151
154,0.9666666666666668,9900.0,211,2355.0,260.0,0,0,0,0,0,1113
155,0.1,3200.0,162,798.0,52.0,0,0,0,0,0,1224
156,0.0,0.0,193,351.0,91.0,0,0,0,0,0,905
157,0.2,0.0,196,1719.0,310.0,1,0,1,1,1,256
158,3.2333333333333334,6800.0,215,11486.0,1087.0,0,0,0,0,0,1337
159,0.0,6800.0,161,1293.0,547.0,1,0,0,0,0,2427
160,12.766666666666667,6800.0,202,25689.0,6151.0,0,1,0,0,0,1020
161,10.0,15800.0,186,11102.0,1788.0,1,1,1,0,0,282
162,0.0,2200.0,168,340.0,40.0,0,0,0,0,0,471
163,51.28333333333333,3600.0,198,221277.0,6414.0,1,1,1,1,0,2204
164,0.0,13800.0,196,1232.0,721.0,1,0,1,0,1,655
165,0.0,4800.0,127,2492.0,498.0,0,0,0,0,0,1899
166,0.0,3100.0,36,84.0,26.0,0,0,0,0,0,410
167,24.93333333333333,0.0,185,785.0,84.0,0,0,0,0,0,127
168,1.7666666666666666,12500.0,191,9255.0,1135.0,0,1,1,1,0,88
169,0.5,16900.0,178,1544.0,634.0,1,0,1,0,0,327
170,2.5,2600.0,220,4245.0,255.0,0,0,0,0,0,5
171,0.0,12500.0,237,2807.0,469.0,0,1,0,0,0,1712
172,0.0,13400.0,207,6992.0,423.0,1,1,1,0,0,622
173,1.75,5000.0,221,17278.0,445.0,0,1,0,0,0,1578
174,0.0,6800.0,197,4075.0,397.0,0,1,0,0,0,421
175,0.0,6800.0,230,754.0,130.0,1,0,1,0,0,1312
176,0.0,12900.0,225,15695.0,2645.0,0,0,0,0,0,973
177,0.08333333333333333,3600.0,194,757.0,195.0,1,1,1,0,1,725
178,0.0,3600.0,208,1261.0,497.0,0,0,0,0,0,1070
179,0.05,8800.0,200,2209.0,475.0,0,0,0,0,0,114
180,0.0,9900.0,210,12537.0,1746.0,0,1,0,0,0,807
181,0.3333333333333333,5700.0,108,514.0,222.0,1,1,0,0,0,-432
182,0.0,6400.0,196,7687.0,4014.0,0,1,0,0,0,559
183,14.433333333333335,5400.0,224,4526.0,480.0,0,1,0,0,0,67
184,0.0,12900.0,213,12554.0,2868.0,0,1,0,0,0,985
185,0.8333333333333334,12700.0,207,210988.0,4982.0,0,1,0,0,0,1364
186,4.216666666666667,4800.0,151,683.0,38.0,0,0,0,0,0,913
187,0.03333333333333333,9900.0,250,5559.0,416.0,0,0,0,0,0,2787
188,0.0,6700.0,121,453.0,160.0,0,0,1,0,0,4014
189,0.6,4800.0,196,1372.0,69.0,0,1,0,0,0,592
190,0.9833333333333332,17000.0,190,31993.0,1058.0,0,1,0,0,0,1719
191,0.2,1500.0,198,2809.0,492.0,0,0,0,0,0,968
192,6.316666666666666,20800.0,181,8351.0,2488.0,0,0,0,0,0,984
193,0.0,5800.0,224,5683.0,1359.0,0,1,0,1,0,1070
194,0.0,6800.0,229,5338.0,699.0,0,1,0,0,0,1129
195,2.1166666666666667,3500.0,194,32156.0,5298.0,0,1,0,0,0,624
196,2.6333333333333333,8800.0,219,249706.0,50297.0,1,0,1,0,0,752
197,92.63333333333334,13300.0,240,47530.0,2488.0,1,1,1,1,1,81
198,0.0,0.0,212,3578.0,762.0,0,0,0,0,0,1009
199,0.0,6800.0,201,41729.0,2399.0,0,1,0,0,1,1342
200,0.0,0.0,25,0.0,0.0,0,0,0,0,0,271
201,0.0,7000.0,211,1422.0,154.0,0,1,0,0,0,1138
202,1.1666666666666667,5000.0,213,1202.0,296.0,0,1,0,0,0,411
203,1.25,4800.0,213,4058.0,560.0,0,1,0,0,0,245
204,1.4,8000.0,229,43758.0,4142.0,0,1,0,0,0,143
205,0.016666666666666666,0.0,202,2713.0,332.0,1,0,1,0,0,861
206,0.31666666666666665,6000.0,180,6989.0,638.0,0,1,0,0,0,584
207,0.0,3600.0,184,1220.0,486.0,0,0,1,1,0,3330
208,7.4,9000.0,201,29499.0,4930.0,0,1,0,0,0,-478
209,2.7,7000.0,200,102948.0,8055.0,1,0,1,0,0,-142
210,0.0,5000.0,56,141.0,28.0,0,1,0,0,0,896
211,0.0,11600.0,182,4711.0,1142.0,1,0,1,1,0,1420
212,4.183333333333334,6800.0,220,12903.0,992.0,0,1,0,0,0,245
213,11.516666666666667,3700.0,190,193310.0,34095.0,1,1,1,0,0,1158
214,6.3,11800.0,213,7796.0,2533.0,0,0,0,1,0,724
215,0.0,3600.0,185,4692.0,614.0,1,0,1,1,0,1975
216,0.15,4000.0,201,177.0,51.0,0,0,0,0,0,968
217,0.0,6800.0,183,1238.0,200.0,0,0,0,0,0,781
218,9.883333333333333,6900.0,214,32155.0,9237.0,0,0,0,0,0,94
219,0.4166666666666667,2600.0,226,4898.0,1410.0,0,0,0,0,0,1488
221,31.983333333333334,5000.0,218,1651.0,382.0,0,0,0,0,0,506
222,7.516666666666667,18500.0,219,1849.0,644.0,0,1,0,0,0,653
223,0.0,9500.0,197,58815.0,2879.0,0,1,0,0,0,1829
224,0.0,7000.0,203,30160.0,1226.0,0,1,0,0,0,1666
225,3.033333333333333,0.0,243,86653.0,2667.0,0,1,0,0,0,601
226,4.766666666666667,13800.0,197,128486.0,53081.0,1,1,1,0,1,657
227,2.2,9000.0,255,4834.0,785.0,0,0,0,0,0,351
228,5.4,11200.0,235,9349.0,1100.0,1,1,1,0,0,610
229,0.08333333333333333,6800.0,200,1132.0,284.0,0,1,0,0,1,1953
230,5.033333333333333,3600.0,193,12411.0,1334.0,1,1,1,0,0,2267
231,0.25,9500.0,201,11955.0,2020.0,0,0,0,0,0,2231
232,0.0,9000.0,47,244.0,99.0,1,0,1,1,0,350
233,0.016666666666666666,12700.0,177,68895.0,5453.0,1,1,1,0,1,1176
234,5.383333333333334,0.0,172,76.0,5.0,0,0,0,0,0,327
235,0.0,5000.0,48,280.0,81.0,0,0,0,0,0,53
236,28.98333333333333,0.0,198,3159.0,1645.0,0,0,0,0,1,354
237,0.0,6800.0,216,1656.0,300.0,0,0,0,0,1,1401
238,0.65,6800.0,214,22228.0,2682.0,0,0,0,0,0,1415
239,0.0,3100.0,36,50.0,5.0,0,0,0,0,0,403
240,0.21666666666666667,10000.0,86,1159.0,121.0,0,0,0,0,0,1168
241,0.0,8800.0,212,3360.0,615.0,0,0,1,1,1,1507
242,0.0,3600.0,188,1147.0,122.0,0,0,0,0,0,4320
243,0.0,9000.0,195,10303.0,1437.0,0,1,0,0,0,338
244,9.016666666666667,5900.0,217,11989.0,738.0,0,0,0,0,0,3129
245,0.25,26800.0,200,6414.0,437.0,0,1,0,0,0,502
246,0.0,3600.0,208,1796.0,264.0,0,0,0,0,0,3171
247,0.0,6400.0,167,2460.0,1175.0,0,0,1,0,0,2569
248,0.0,13500.0,230,9066.0,562.0,0,1,0,0,0,2303
249,0.16666666666666666,3400.0,59,42.0,58.0,0,0,0,0,0,288
250,5.116666666666666,1900.0,188,83914.0,2141.0,0,0,0,0,1,191
251,4.55,6800.0,226,6224.0,616.0,0,1,0,0,0,605
252,3.1166666666666667,4700.0,130,175.0,25.0,0,0,0,0,0,221
253,0.0,4800.0,217,3697.0,218.0,0,1,0,0,0,1490
254,0.0,3100.0,217,922.0,243.0,0,0,0,0,0,2440
255,0.4166666666666667,4800.0,208,14164.0,537.0,0,1,0,0,1,516
256,0.0,6800.0,178,5002.0,703.0,0,0,0,0,0,1545
257,0.016666666666666666,5900.0,202,901.0,365.0,1,1,1,0,0,423
258,2.716666666666667,6800.0,225,2682.0,415.0,1,0,1,0,0,1196
259,0.03333333333333333,8800.0,214,2816.0,251.0,0,0,0,0,0,1666
260,3.1666666666666665,3800.0,216,3175.0,335.0,0,1,0,0,0,1484
261,0.0,11200.0,192,970.0,357.0,0,0,1,0,0,2096
262,0.0,6800.0,193,2418.0,384.0,0,1,0,0,0,737
263,1.0166666666666666,19900.0,216,29827.0,12856.0,0,0,1,0,1,846
264,0.0,6800.0,220,800.0,68.0,0,1,0,0,1,367
265,0.1,3600.0,201,16165.0,1121.0,1,0,1,0,0,1328
266,5.116666666666666,0.0,197,61.0,7.0,0,0,1,1,0,19
267,0.13333333333333333,8800.0,197,1337.0,383.0,0,0,0,0,0,427
268,0.9166666666666666,6800.0,226,10999.0,546.0,0,1,0,0,0,228
269,78.7,9800.0,206,440902.0,436046.0,0,0,1,1,0,-137
270,1.7666666666666666,10300.0,198,36004.0,820.0,0,0,0,0,1,-380
271,0.0,13800.0,62,204.0,6.0,0,1,0,0,0,341
272,0.0,2200.0,228,3567.0,563.0,0,1,0,0,0,538
273,0.0,3200.0,182,181.0,99.0,0,0,0,0,0,87
274,0.0,1500.0,142,1832.0,82.0,0,0,0,0,0,551
275,113.8,2400.0,188,75828.0,2911.0,1,1,1,0,1,269
276,1.35,4800.0,193,6607.0,1674.0,0,1,0,0,0,1707
277,0.0,1100.0,15,39.0,9.0,0,0,0,0,0,101
278,0.0,19000.0,230,21211.0,4645.0,0,0,1,0,1,1280
279,0.0,10000.0,225,2470.0,316.0,0,1,0,0,0,522
280,1.3666666666666667,5900.0,180,4736.0,661.0,1,0,1,1,1,662
281,0.2333333333333333,9900.0,228,1686.0,326.0,0,1,0,0,0,335
282,0.0,6800.0,178,21158.0,16764.0,0,0,0,1,0,558
283,1.0833333333333333,0.0,218,82806.0,65127.0,0,0,1,1,0,-201
284,0.0,3700.0,215,3775.0,413.0,0,0,0,0,0,822
285,0.7333333333333333,6200.0,175,1171.0,187.0,0,0,0,0,0,985
286,0.0,3600.0,30,98.0,137.0,0,0,0,0,0,2555
287,0.2833333333333333,3900.0,201,1697.0,116.0,0,0,0,0,0,1355
288,0.0,6400.0,196,15087.0,932.0,0,0,0,0,0,3872
289,0.0,16800.0,205,2217.0,1243.0,0,0,0,0,0,871
290,0.6166666666666667,3700.0,226,3878.0,332.0,0,0,0,0,0,407
291,0.0,4800.0,198,10809.0,2301.0,1,1,1,0,0,1267
292,0.0,2999.0,206,1186.0,330.0,1,0,1,1,0,541
293,0.0,3400.0,107,213.0,44.0,0,0,0,0,0,636
294,0.26666666666666666,0.0,207,6913.0,800.0,0,0,0,1,1,196
295,2.6,8800.0,189,41426.0,5190.0,1,0,1,0,0,1556
296,2.4833333333333334,6900.0,204,2129.0,1013.0,0,0,1,1,0,978
297,0.0,7900.0,143,1326.0,139.0,0,0,0,0,0,1485
298,0.0,6800.0,201,4257.0,756.0,0,1,0,0,0,427
299,2.8833333333333333,8800.0,8,114.0,29.0,0,0,0,0,0,229
300,0.2333333333333333,4900.0,146,978.0,155.0,0,0,0,0,0,319
301,0.2333333333333333,2100.0,50,201.0,52.0,0,1,0,0,0,779
302,0.15,8800.0,63,440.0,57.0,0,1,0,0,0,-76
303,0.4166666666666667,400.0,184,1266.0,123.0,0,0,0,0,0,752
304,0.0,3700.0,188,8255.0,622.0,0,0,0,0,1,1066
305,0.7166666666666667,8000.0,80,565.0,161.0,1,0,1,1,0,2
306,0.0,4800.0,109,125.0,32.0,1,1,1,0,0,869
307,0.03333333333333333,6800.0,205,3361.0,969.0,1,1,1,0,0,1351
308,22.35,11900.0,204,330688.0,127502.0,0,1,1,0,0,1166
309,20.616666666666667,24800.0,214,24088.0,4546.0,0,0,0,0,0,147
310,0.0,7800.0,200,41141.0,6291.0,0,0,0,0,0,1128
311,0.0,6800.0,219,363.0,67.0,0,1,0,0,0,1196
313,0.0,7200.0,204,2983.0,1438.0,1,1,0,0,1,962
314,0.0,6400.0,196,2557.0,2333.0,0,1,0,0,0,559
315,0.0,10000.0,146,1653.0,616.0,0,1,0,0,1,335
316,0.0,11200.0,199,2800.0,129.0,0,0,1,0,0,775
317,0.05,3600.0,211,1753.0,459.0,0,0,0,0,0,3199
318,2.0166666666666666,7000.0,222,4633.0,865.0,1,1,1,1,0,416
319,0.8166666666666667,2100.0,193,7790.0,185.0,0,0,0,0,0,358
320,0.0,11200.0,224,20898.0,2062.0,0,0,1,0,0,2129
321,0.0,6800.0,165,177.0,4.0,0,0,0,0,0,478
322,1.3666666666666667,0.0,212,0.0,0.0,0,0,0,0,0,1009
323,1.2666666666666666,9800.0,210,1306.0,258.0,0,1,0,0,0,253
324,0.2833333333333333,3800.0,55,2099.0,87.0,0,0,0,0,1,383
325,3.15,9000.0,210,15327.0,949.0,0,0,0,0,0,-385
326,0.0,3600.0,180,331.0,127.0,0,1,1,0,0,1449
327,0.0,4800.0,199,845.0,333.0,0,0,0,0,0,1565
328,0.0,1800.0,123,1688.0,233.0,0,0,0,0,0,1344
329,2.3833333333333333,24800.0,99,251.0,35.0,0,0,0,0,0,350
330,0.0,6800.0,87,378.0,42.0,0,1,0,0,0,653
331,2.533333333333333,8800.0,214,15943.0,296.0,0,1,0,0,1,631
332,0.31666666666666665,0.0,209,135.0,29.0,1,0,1,1,0,391
333,0.0,4800.0,239,854.0,204.0,0,1,0,0,0,695
334,0.0,11800.0,175,27271.0,741.0,0,1,0,0,0,1941
335,0.0,2500.0,201,730.0,90.0,0,0,0,0,0,1959
336,0.6833333333333333,4800.0,92,1949.0,94.0,0,0,0,0,0,38
337,0.0,9900.0,195,2292.0,463.0,0,1,0,0,0,678
338,0.0,5000.0,222,5034.0,1589.0,0,1,0,0,0,552
339,5.883333333333334,3600.0,188,5641.0,687.0,0,0,0,0,0,1556
340,0.08333333333333333,4000.0,55,58.0,0.0,0,1,0,0,0,913
341,0.6166666666666667,0.0,215,42.0,32.0,0,1,0,0,0,186
342,1.1166666666666667,7900.0,158,1142.0,108.0,0,0,0,0,0,1468
343,0.0,7900.0,118,609.0,92.0,0,0,0,0,0,1024
344,0.05,4800.0,206,6383.0,833.0,0,0,0,0,1,1556
345,63.8,8000.0,219,31062.0,1077.0,0,1,0,0,1,-415
346,0.0,3600.0,142,1975.0,44.0,0,0,0,0,0,658
347,23.63333333333333,20800.0,198,23338.0,7681.0,1,0,1,0,0,347
348,0.0,2000.0,123,263.0,63.0,0,0,0,0,0,2163
349,0.3333333333333333,4800.0,196,3083.0,202.0,0,1,0,0,0,247
350,2.45,3700.0,187,11922.0,2303.0,1,1,1,0,0,1201
351,0.0,5000.0,204,106.0,23.0,0,1,0,0,0,561
352,0.7833333333333333,8800.0,27,150.0,91.0,0,0,1,1,0,339
353,0.0,6800.0,191,19008.0,4849.0,0,1,0,0,0,1149
354,0.0,8300.0,211,5099.0,1719.0,0,1,0,0,0,817
355,0.0,6800.0,92,718.0,159.0,0,1,0,0,0,477
356,0.0,10000.0,168,915.0,102.0,1,0,1,0,0,1551
